Stazione,Inquinante,Data,Valore,Unita_di_misura,NOME_STA
A22 (Avio),PM10,2021-10-26T19:00:00.0,19.0,μg/m³,A22 (AVIO)
A22 (Avio),PM10,2021-10-26T20:00:00.0,19.0,μg/m³,A22 (AVIO)
A22 (Avio),PM10,2021-10-26T21:00:00.0,21.0,μg/m³,A22 (AVIO)
A22 (Avio),PM10,2021-10-26T22:00:00.0,20.0,μg/m³,A22 (AVIO)
A22 (Avio),PM10,2021-10-26T23:00:00.0,18.0,μg/m³,A22 (AVIO)
A22 (Avio),PM10,2021-10-26T00:00:00.0,17.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T01:00:00.0,32.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T02:00:00.0,32.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T03:00:00.0,32.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T04:00:00.0,35.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T05:00:00.0,39.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T06:00:00.0,43.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T07:00:00.0,44.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T08:00:00.0,41.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T09:00:00.0,41.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T10:00:00.0,38.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T11:00:00.0,31.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T12:00:00.0,33.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T13:00:00.0,31.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T14:00:00.0,33.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T15:00:00.0,26.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T16:00:00.0,26.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T17:00:00.0,54.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T18:00:00.0,69.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T19:00:00.0,62.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T20:00:00.0,57.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T21:00:00.0,53.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T22:00:00.0,49.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T23:00:00.0,44.0,μg/m³,A22 (AVIO)
A22 (Avio),Biossido di Azoto,2021-10-26T00:00:00.0,42.0,μg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T01:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T02:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T03:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T04:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T05:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T06:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T07:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T08:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T09:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T10:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T11:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T12:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T13:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T14:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T15:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T16:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T17:00:00.0,0.4,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T18:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T19:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T20:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T21:00:00.0,0.6,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T22:00:00.0,0.6,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T23:00:00.0,0.5,mg/m³,A22 (AVIO)
A22 (Avio),Ossido di Carbonio,2021-10-26T00:00:00.0,0.5,mg/m³,A22 (AVIO)
Monte Gaza,PM10,2021-10-26T01:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T02:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T03:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T04:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T05:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T06:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T07:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T08:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T09:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T10:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T11:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T12:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T13:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T14:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T15:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T16:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T17:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T18:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T19:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T20:00:00.0,6.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T21:00:00.0,7.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T22:00:00.0,6.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T23:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,PM10,2021-10-26T00:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T01:00:00.0,1.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T02:00:00.0,1.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T03:00:00.0,1.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T04:00:00.0,1.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T05:00:00.0,1.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T06:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T07:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T08:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T09:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T10:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T11:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T12:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T13:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T14:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T15:00:00.0,5.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T16:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T17:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T18:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T19:00:00.0,4.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T20:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T21:00:00.0,2.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T22:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T23:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Biossido di Azoto,2021-10-26T00:00:00.0,3.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T01:00:00.0,96.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T02:00:00.0,100.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T03:00:00.0,105.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T04:00:00.0,100.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T05:00:00.0,97.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T06:00:00.0,89.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T07:00:00.0,91.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T08:00:00.0,89.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T09:00:00.0,76.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T10:00:00.0,67.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T11:00:00.0,69.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T12:00:00.0,70.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T13:00:00.0,71.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T14:00:00.0,73.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T15:00:00.0,77.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T16:00:00.0,81.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T17:00:00.0,88.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T18:00:00.0,90.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T19:00:00.0,88.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T20:00:00.0,87.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T21:00:00.0,92.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T22:00:00.0,85.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T23:00:00.0,82.0,μg/m³,MONTE GAZA
Monte Gaza,Ozono,2021-10-26T00:00:00.0,80.0,μg/m³,MONTE GAZA
